LOC111103066,LOC111133512,LOC111109496,LOC111116766,LOC111125640,LOC111102778,INTERCEPT,seed
-7.139557308627686,4.237386654151416,-2.937036682167799,-1.299319399006118,1.647151114611681,4.29428386188764,-1.5713085753648581,12345
-6.853291711498007,4.034207813246032,-4.03455682540058,-1.7560397227686608,1.4934161412489797,4.317117740469924,-2.289058065282066,12346
-7.245713538318984,3.3949214246123414,-3.738360140623582,-1.6261319333148645,1.6422784762575646,4.081360739577967,-1.8211023039592296,12347
-5.110036162877002,1.994449431063131,-1.3625704914724934,2.1403833125611675,3.5830420616243392,1.1474192567162211,-0.17937857862974876,12348
-5.71267446657037,1.5405409916437496,-2.847884291731754,2.1679040857435625,3.838022732264438,0.8568720027628354,-1.1599942387809303,12349
-6.565337370956599,4.786407606890932,-3.287125465534393,-2.17258040006186,2.4170863834784417,3.5145751350761962,-1.3085187137633558,12350
-5.770541405372343,1.9737271270779821,-2.281469705029083,2.1441357573981725,4.05731704524715,1.7524626286300227,-0.9147732219623351,12351
-5.626293319657503,4.217918857153553,-2.6639068841329867,0.7823476913876246,-0.3980889429540989,3.8818430112208335,-0.6618642519866548,12352
-6.535780780479899,3.764424431079286,-4.529037248004091,-1.6325728541089473,1.9268815277235696,5.160006566646075,-1.8988017142565574,12353
-5.658665010155847,1.5361234168696318,-2.9978661618649958,1.8671260192236703,3.630345850707473,1.0230618308741104,-0.8515818283556886,12354
-5.904353424299433,1.8997374380958247,-1.8296343056464495,2.509035252990637,3.508470294204705,1.5932498360782708,-0.3117202446490801,12355
-3.6179784300496456,1.3151984823401943,-4.1175040576335595,1.8356766089169971,3.4192905954760846,0.6397538606501425,-0.4321555996669564,12356
-7.959822212733456,3.395360812969939,-3.8025564368609217,-1.6934923520322092,1.0627404558522313,3.7848767745855776,-2.0526032163126136,12357
-6.467689742668617,1.825973792793713,-3.1010318251855726,2.5682265474065704,4.242517987009165,0.7736845719132623,-1.6012132440129454,12358
-7.652567379838444,4.266238299843138,-3.7328044930761743,-1.5493624196069096,1.603409216511042,4.093091357862663,-1.6364371283328931,12359
-7.631999644880961,4.5368077244402345,-3.523722967517694,-1.5452127143342838,1.4485905066333162,4.240204339470547,-1.9185671831318785,12360
-3.61891625468618,2.5923927294537314,-2.4670077963625383,3.093628952283796,1.4180206605594214,1.177534149507852,-0.06190541124534705,12361
-5.933154616804859,4.595744659782767,-2.8296911273942875,0.2535245977180586,-0.47102308852741653,3.4797185382461544,-0.20017094228060128,12362
-6.562158994250745,4.505355233216721,-3.4676710015855536,-2.005121713280259,2.361995194652482,3.577895500339071,-1.994820131091355,12363
-6.777180178690668,4.706208368388364,-3.3227049303952096,-2.0748606197145993,2.0702517185866345,3.522794766977398,-2.060066536063438,12364
-6.477155025112668,4.4931676350880485,-2.603547623393924,0.27629124704893293,-0.22948915622954158,3.628412418694402,-1.1721959418114098,12365
-6.659822071057655,4.517181502832035,-3.3870493192128914,-2.182266728246329,2.594426742884664,3.6021483262818816,-2.2087319964229564,12366
-5.767738598104116,1.9655565385269205,-2.2877132341655146,2.0765053833371665,4.070617859494451,1.8071482762826894,-0.9323286787962254,12367
-6.779806928114688,4.568524458802264,-3.1780253517364216,-2.2666110968428814,2.33223750277807,3.274691899350422,-1.9295994961239595,12368
-4.404538922074327,3.0025737276441213,-0.10831558567260191,0.0873765848532799,2.268097633572672,6.049178289672192,-0.00030610714371403017,12369
-7.3157203183511355,3.8403009213419015,-3.39365350726743,-1.9802896041611475,2.037483425589173,3.406807813213777,-2.2126858264507256,12370
-6.144660025783339,4.678184511970462,-2.8040487425460183,0.31591563044786014,-0.8864251714525826,3.5138313147306732,-0.3842316917940379,12371
-7.738238091169065,3.530032068523835,-3.376523138018147,-1.4871502699646937,1.4882429964623747,3.8483543385519208,-1.8302074596171194,12372
-6.23716132329359,4.620928119802653,-2.592405790541082,0.35815056574551346,-0.1587686274287777,3.7552152132108163,-0.5112082046758835,12373
-7.6126314672143085,4.219882249719294,-3.8085831727732176,-1.449157461141305,1.5784673617325418,3.9811780923310818,-1.9197987041281837,12374
